1.310096512901416394e-03,-2.723945512427180526e-01,-3.176527480816193627e-02,7.343758473236809692e-02,-9.720635714316511189e-02,4.573596964250040142e-02
1.779508242584150371e-04,-3.089167202827409683e-02,-2.179741559464474371e-02,1.104727054673037001e-01,8.386970014332352508e-02,-2.966105827846872087e-02
1.556151198296310337e-03,-2.411274901702269158e-01,1.358939256352729164e-01,-1.324417649422084467e-02,-1.814250578582535522e-01,4.087284956667960878e-01
1.379685407007156996e-03,-9.152739992226963106e-02,-1.426232192565907164e-01,-6.786299223812566894e-02,-1.320491993501972938e-01,4.477419354838709231e-01
4.324886497648042683e-04,-1.570772668439658071e-01,1.326599509297217150e-01,1.119881353952449643e-01,2.079871111128200889e-01,3.432816675574559273e-01
1.202649568269630433e-03,-2.026393166814952351e-01,4.679487320338088924e-02,1.665958606070444895e-02,-1.390673453791723135e-01,-1.417631951057627682e-01
1.714759765105169527e-05,2.655808418860627351e-01,-2.562344634538655797e-01,-1.438148965742785113e-01,6.276756372679632712e-01,-1.381069958847736534e-01
8.630325792110005596e-06,1.958867105284969531e-02,-1.225745187440213796e-01,1.447206609763429797e-01,2.435454662404877013e-01,2.483814763869784670e-01
1.793786171782574181e-03,-2.058153697088239698e-01,-1.103816422079659937e-01,1.293535186111547386e-01,1.923061325460487941e-02,7.566578980333200921e-02
1.745605126405458266e-03,-1.829567759791723147e-01,7.739980645838449858e-02,8.512514464653599122e-03,-1.783162427113523241e-01,-2.702991744300538013e-01
1.298133983673284463e-03,-3.151278212972517534e-01,1.798497363957552719e-01,5.336970791160390304e-01,9.053987208303319878e-02,1.056694813027739786e-02
2.897773532768380274e-04,-3.151278212972517534e-01,-2.542493385230966754e-03,-1.471581584060514293e-02,-3.941445155094260300e-01,-1.017182683286422251e-01
1.863657762036220484e-03,-4.185051116273764693e-01,2.059306808572709466e-02,5.967304280492898017e-02,-2.117086599778472689e-01,-2.602225543929571547e-02
-1.156788484671149309e-03,-2.563732336023860081e-01,-1.459546549032253726e-01,7.258269471803344697e-01,7.761445067914233276e-01,7.373324601615367513e-01
3.113175918386979022e-03,-3.105536901705180375e-01,-1.092027035773394245e-01,1.057913846970418535e-02,1.470102606439438908e+00,-1.000000000000000000e+00
3.113175918386891419e-03,-1.358309952137316812e-01,1.650928308184409776e-01,-5.777717298174523952e-01,-1.000000000000000000e+00,-3.624353120243530846e-01
7.911546778350691828e-04,-4.158857652833556351e-01,-1.960769568214577874e-01,1.772545172103670019e-01,-3.024247268851585346e-01,-3.535802469135802539e-01
-2.289588045266913868e-03,8.121174103956219081e-01,-2.174320371096064852e-01,-3.774596644750139451e-01,-1.884582100926081583e-01,1.280430879712745607e-01
4.906578114107255310e-04,7.202141900937089614e-02,-9.203985711599928232e-02,3.900416973264656528e-01,-6.060751398880894758e-01,-8.740740740740737813e-02
1.961496037883627298e-03,-1.308702087339022879e-01,-1.130268221563015818e-01,-2.568588539726227582e-01,2.109458242820210772e-01,7.633677765021049666e-01
4.294605250262072409e-04,-4.186639542713064266e-01,-1.172043594866315902e-01,1.407317578936039537e-01,1.197700579132413012e-01,3.697027348394767987e-01
1.822389544180488374e-04,1.377313490631645876e-02,-1.923498199804962727e-01,3.508837278302109897e-01,4.308191138834733813e-01,-8.207450693937175246e-02
1.712179862634834746e-03,2.775459379417109518e-01,-3.763661628335649989e-01,-6.369701678444156245e-02,-2.634540412362847972e-01,-4.149720670391061628e-01
-5.769283243412010216e-04,5.552291043847880359e-02,-1.101540712844480546e-01,1.740922101800924382e-01,1.085710285456220892e-01,-3.900003955539730477e-02
1.061819730414653110e-03,2.900682484539384154e-01,2.908591379208929142e-02,-5.451951768938722437e-02,-7.560577305027141315e-02,-7.144648943421949561e-01
1.775691683828983271e-03,-2.429879518072289579e-01,-2.662966723068255215e-02,-3.835467255334805148e-01,2.054100719424459820e-01,-6.915555555555565059e-02
-6.721266982773760855e-03,1.682284694332886466e-01,-1.121138058532305526e-01,2.339138255253045140e-01,2.310151878497201383e-01,-8.740740740740740589e-02
2.068266360138605597e-03,-3.428714859437751450e-01,-1.804906937394246680e-01,5.952906548933031144e-02,7.264988009592323603e-01,7.453333333333332922e-01
8.177224265828059733e-04,-1.338534917702848548e-01,-7.552416685058481460e-02,5.869792534893237823e-01,-3.104061373326967299e-01,-1.000000000000000000e+00
2.471382729058361040e-04,-3.305335628227193956e-01,-1.060884699057287606e-01,-3.757805108798477345e-02,4.145118191161357157e-01,1.398095238095238280e-01
